RequestDate,RequestTimestamp,nothing0,nothing777,nothingDD,nothingDD2,nothingSomething,nothingNothing,id0,name,symbol,slug,numMarketPairs,dateAdded,tags,tags2,tags3,tags4,tags5,tags6,tags7,tags8,tags9,tags10,tags11,tags12,tags13,tags14,tags15,tags16,tags17,tags18,tags19,tags20,tags21,tags22,tags23,tags24,tags25,tags26,tags27,tags28,tags29,maxSupply,circulatingSupply,totalSupply,nothing2,id,name2,symbol2,slug2,hashUnk,RandomHash,rowId,lastUpdated, price ,volume24h,percentChange1h,percentChange24h,percentChange7Days,percentChange30Days,percentChange60Days,percentChange90Days,marketCap,lastUpdated1,marketCapDividedByPrice,totalSupplyDividedbyMarketCap,marketCapDividedbyTotalSupply,previousMarketCap,latestMarketCapVSprevious
9/1/2021,,,,,,,,5426,Solana,SOL,solana,126,2020-04-10T00:00:00.000Z,dpos,platform,solana-ecosystem,cms-holdings-portfolio,kinetic-capital,alameda-research-portfolio,multicoin-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,290718210.6,503067097.5,,,,,,,8, 2021-09-01T04:02:26.000Z ,$111.30 ,751134396217.00%,142.43%,-309.69%,5656.49%,21924.51%,23235.73%,$214.21 ,32358027337,1.55,"55,993,254,978.90",2021-09-01T04:02:26.000Z,2021-09-01T04:02:26.000Z,"$33,418,118,741.64 ","($1,060,091,404.68)"
9/1/2021,,,,,,,,6636,Polkadot,DOT,polkadot-new,235,2020-08-19T00:00:00.000Z,substrate,polkadot,binance-chain,binance-smart-chain,polkadot-ecosystem,three-arrows-capital-portfolio,polychain-capital-portfolio,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,coinfund-portfolio,fabric-ventures-portfolio,fenbushi-capital-portfolio,hashkey-capital-portfolio,kinetic-capital,1confirmation-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,987579315,1103303471,,,,,,,9, 2021-09-01T04:02:50.000Z ,$30.05 ,552189131830.49%,-27.76%,1224.30%,1570.26%,6631.40%,9801.01%,$9.00 ,29678933402,1.42,"33,156,699,166.51",2021-09-01T04:02:50.000Z,2021-09-01T04:02:50.000Z,"$26,441,674,860.59 ","$3,237,258,541.18 "
9/1/2021,,,,,,,,3408,USD Coin,USDC,usd-coin,1599,2018-10-08T00:00:00.000Z,medium-of-exchange,stablecoin,stablecoin-asset-backed,binance-smart-chain,fantom-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,,27403662176,27403662176,,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,10, 2021-09-01T04:02:33.000Z ,$1.00 ,334037295850.54%,0.65%,-1.08%,0.87%,-2.32%,-4.18%,($0.03),27410004211,1.31,"27,410,004,211.07",2021-09-01T04:02:33.000Z,2021-09-01T04:02:33.000Z,"$27,409,252,284.34 ","$751,926.73 "
9/1/2021,,,,,,,,7083,Uniswap,UNI,uniswap,304,2020-09-17T00:00:00.000Z,decentralized-exchange,defi,dao,yield-farming,amm,binance-smart-chain,coinbase-ventures-portfolio,three-arrows-capital-portfolio,governance,blockchain-capital-portfolio,defiance-capital,alameda-research-portfolio,a16z-portfolio,pantera-capital-portfolio,parafi-capital,paradigm-xzy-screener,,,,,,,,,,,,,,,1000000000,611641307.9,1000000000,,1027,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,11, 2021-09-01T04:02:28.000Z ,$29.23 ,81650502864.40%,-33.12%,919.90%,928.79%,3455.80%,6277.86%,$5.44 ,17876694759,0.86,"29,227,415,688.69",2021-09-01T04:02:28.000Z,2021-09-01T04:02:28.000Z,"$16,370,660,325.79 ","$1,506,034,433.11 "
9/1/2021,,,,,,,,4172,Terra,LUNA,terra-luna,79,2019-07-26T00:00:00.000Z,cosmos-ecosystem,store-of-value,defi,payments,coinbase-ventures-portfolio,binance-labs-portfolio,solana-ecosystem,arrington-xrp-capital,hashkey-capital-portfolio,kinetic-capital,huobi-capital,pantera-capital-portfolio,terra-ecosystem,,,,,,,,,,,,,,,,,,,401739269.7,995851455,,,,,,,12, 2021-09-01T04:02:19.000Z ,$31.25 ,119967456397.50%,105.90%,-845.04%,271.47%,17193.80%,45132.46%,$354.10 ,12555524551,0.6,"31,123,264,110.24",2021-09-01T04:02:19.000Z,2021-09-01T04:02:19.000Z,"$13,728,169,622.52 ","($1,172,645,071.09)"
9/1/2021,,,,,,,,4687,Binance USD,BUSD,binance-usd,875,2019-09-20T00:00:00.000Z,stablecoin,stablecoin-asset-backed,binance-chain,binance-smart-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,12247726039,12247726039,,1839,Binance Chain,BNB,binance-coin,BUSD-BD1,13, 2021-09-01T04:02:50.000Z ,$1.00 ,603976716638.64%,2.21%,-0.26%,0.99%,-0.30%,-1.08%,($0.02),12251657649,0.59,"12,251,657,648.88",2021-09-01T04:02:50.000Z,2021-09-01T04:02:50.000Z,"$12,250,291,775.70 ","$1,365,873.18 "
9/1/2021,,,,,,,,1975,Chainlink,LINK,chainlink,530,2017-09-20T00:00:00.000Z,platform,defi,oracles,smart-contracts,substrate,polkadot,binance-smart-chain,polkadot-ecosystem,avalanche-ecosystem,solana-ecosystem,framework-ventures,polygon-ecosystem,fantom-ecosystem,,,,,,,,,,,,,,,,,,1000000000,449009553.9,1000000000,,1027,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,14, 2021-09-01T04:02:29.000Z ,$26.84 ,161645744189.59%,9.19%,647.08%,301.36%,2126.40%,4917.31%,($13.74),12051643896,0.58,"26,840,506,602.26",2021-09-01T04:02:29.000Z,2021-09-01T04:02:29.000Z,"$11,319,200,784.94 ","$732,443,111.45 "
9/1/2021,,,,,,,,1831,Bitcoin Cash,BCH,bitcoin-cash,559,2017-07-23T00:00:00.000Z,mineable,pow,sha-256,marketplace,medium-of-exchange,store-of-value,enterprise-solutions,payments,binance-chain,binance-smart-chain,,,,,,,,,,,,,,,,,,,,,21000000,18833381.25,18833381.25,,,,,,,15, 2021-09-01T04:02:56.000Z ,$633.51 ,314955460324.32%,14.76%,33.39%,-122.18%,1852.01%,2880.76%,($9.61),11931137217,0.57,"13,303,712,075.12",2021-09-01T04:02:56.000Z,2021-09-01T04:02:56.000Z,"$11,890,864,970.32 ","$40,272,246.39 "
9/1/2021,,,,,,,,2,Litecoin,LTC,litecoin,714,2013-04-28T00:00:00.000Z,mineable,pow,scrypt,medium-of-exchange,binance-chain,binance-smart-chain,,,,,,,,,,,,,,,,,,,,,,,,,84000000,66752614.52,66752614.52,,,,,,,16, 2021-09-01T04:02:42.000Z ,$171.96 ,235380001999.47%,28.79%,184.32%,-163.24%,2172.76%,2698.91%,($7.84),11478938166,0.55,"14,444,839,545.86",2021-09-01T04:02:42.000Z,2021-09-01T04:02:42.000Z,"$11,271,192,106.79 ","$207,746,059.18 "
9/1/2021,,,,,,,,8916,Internet Computer,ICP,internet-computer,71,2021-03-23T00:00:00.000Z,platform,distributed-computing,polychain-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,469213710,157140097.4,472708871.1,,,,,,,17, 2021-09-01T04:03:15.000Z ,$62.62 ,66706175855.58%,52.61%,-300.50%,540.59%,5392.57%,3927.36%,($41.59),9840368519,0.47,"29,382,925,798.97",2021-09-01T04:03:15.000Z,2021-09-01T04:03:15.000Z,"$10,145,227,818.45 ","($304,859,299.02)"
9/1/2021,,,,,,,,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,217,2019-01-30T00:00:00.000Z,medium-of-exchange,defi,wrapped-tokens,fantom-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,198823.0994,198823.0994,,1027,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,18, 2021-09-01T04:02:34.000Z ,"$47,088.39 ",36798711398.61%,28.15%,-25.24%,-202.13%,1830.66%,4058.29%,$24.67 ,9362259829,0.45,"9,362,259,829.29",2021-09-01T04:02:34.000Z,2021-09-01T04:02:34.000Z,"$9,336,402,355.79 ","$25,857,473.50 "
9/1/2021,,,,,,,,3890,Polygon,MATIC,polygon,246,2019-04-28T00:00:00.000Z,platform,enterprise-solutions,state-channels,binance-smart-chain,coinbase-ventures-portfolio,binance-launchpad,binance-labs-portfolio,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,,,,10000000000,6491576924,10000000000,,,,,,,19, 2021-09-01T04:02:45.000Z ,$1.33 ,101092072891.82%,-5.61%,-82.10%,-1109.45%,2749.06%,2261.49%,($26.10),8652489966,0.41,"13,328,795,248.10",2021-09-01T04:02:45.000Z,2021-09-01T04:02:45.000Z,"$8,705,302,950.21 ","($52,812,984.48)"
9/1/2021,,,,,,,,1321,Ethereum Classic,ETC,ethereum-classic,278,2016-07-24T00:00:00.000Z,mineable,pow,ethash,platform,smart-contracts,binance-smart-chain,dcg-portfolio,,,,,,,,,,,,,,,,,,,,,,,,210700000,129537454.2,210700000,,,,,,,20, 2021-09-01T04:02:34.000Z ,$63.05 ,421550487269.94%,6.63%,183.31%,-43.61%,2415.67%,1946.96%,($7.61),8167171094,0.39,"13,284,365,979.04",2021-09-01T04:02:34.000Z,2021-09-01T04:02:34.000Z,"$8,018,436,235.16 ","$148,734,859.15 "
9/1/2021,,,,,,,,512,Stellar,XLM,stellar,366,2014-08-05T00:00:00.000Z,medium-of-exchange,enterprise-solutions,decentralized-exchange,smart-contracts,hashkey-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,50001806812,23607534618,50001802848,,,,,,,21, 2021-09-01T04:02:43.000Z ,$0.34 ,77267951033.97%,18.79%,221.90%,-371.11%,2360.11%,3039.04%,($18.57),8044798325,0.39,"17,039,240,149.34",2021-09-01T04:02:43.000Z,2021-09-01T04:02:43.000Z,"$7,868,548,526.73 ","$176,249,798.43 "
9/1/2021,,,,,,,,3077,VeChain,VET,vechain,146,2017-08-22T00:00:00.000Z,logistics,data-provenance,iot,smart-contracts,fenbushi-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,86712634466,64315576989,86712634466,,,,,,,22, 2021-09-01T04:03:02.000Z ,$0.12 ,76485978017.78%,33.03%,275.85%,-154.98%,4180.87%,4369.31%,($4.69),7847588946,0.38,"10,580,409,032.88",2021-09-01T04:03:02.000Z,2021-09-01T04:03:02.000Z,"$7,647,283,849.73 ","$200,305,096.44 "
9/1/2021,,,,,,,,2280,Filecoin,FIL,filecoin,146,2017-12-13T00:00:00.000Z,mineable,distributed-computing,filesharing,storage,binance-smart-chain,polychain-capital-portfolio,blockchain-capital-portfolio,boostvc-portfolio,dcg-portfolio,hashkey-capital-portfolio,a16z-portfolio,winklevoss-capital,pantera-capital-portfolio,,,,,,,,,,,,,,,,,,,100800829,100800829,,,,,,,23, 2021-09-01T04:03:07.000Z ,$75.63 ,102230198076.44%,19.20%,560.54%,51.77%,3878.38%,3261.96%,$7.14 ,7623617174,0.37,"7,623,617,174.29",2021-09-01T04:03:07.000Z,2021-09-01T04:03:07.000Z,"$7,215,495,378.08 ","$408,121,796.21 "
9/1/2021,,,,,,,,5805,Avalanche,AVAX,avalanche,77,2020-07-13T00:00:00.000Z,defi,smart-contracts,binance-smart-chain,polychain-capital-portfolio,avalanche-ecosystem,cms-holdings-portfolio,dragonfly-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,720000000,175111642.8,388615581.1,,,,,,,24, 2021-09-01T04:02:46.000Z ,$39.19 ,82395895471.54%,-20.77%,-510.75%,-2554.40%,20231.77%,25466.06%,$103.49 ,6861909064,0.33,"28,213,855,164.59",2021-09-01T04:02:46.000Z,2021-09-01T04:02:46.000Z,"$7,223,754,194.40 ","($361,845,130.17)"
9/1/2021,,,,,,,,2416,THETA,THETA,theta,79,2018-01-17T00:00:00.000Z,media,collectibles-nfts,content-creation,video,huobi-capital,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,1000000000,1000000000,,,,,,,25, 2021-09-01T04:03:21.000Z ,$6.59 ,24354537663.50%,33.69%,59.63%,-826.27%,1394.51%,832.87%,($18.44),6586544562,0.32,"6,586,544,561.99",2021-09-01T04:03:21.000Z,2021-09-01T04:03:21.000Z,"$6,554,201,109.86 ","$32,343,452.13 "
9/1/2021,,,,,,,,1958,TRON,TRX,tron,528,2017-09-13T00:00:00.000Z,media,payments,binance-smart-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71659657369,1.00851E+11,,,,,,,26, 2021-09-01T04:02:22.000Z ,$0.09 ,146376924332.64%,14.34%,227.90%,375.00%,3954.93%,3485.26%,$12.48 ,6328669926,0.3,"8,906,699,987.81",2021-09-01T04:02:22.000Z,2021-09-01T04:02:22.000Z,"$6,187,652,373.49 ","$141,017,552.94 "
9/1/2021,,,,,,,,4943,Dai,DAI,multi-collateral-dai,518,2019-11-22T00:00:00.000Z,defi,stablecoin,ethereum,binance-smart-chain,avalanche-ecosystem,polygon-ecosystem,fantom-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,6138494950,6138495438,,1027,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,27, 2021-09-01T04:03:19.000Z ,$1.00 ,54779142554.10%,1.73%,-0.02%,3.22%,-2.61%,-5.93%,($0.13),6143590351,0.29,"6,143,590,840.04",2021-09-01T04:03:19.000Z,2021-09-01T04:03:19.000Z,"$6,126,746,994.62 ","$16,843,356.18 "
9/1/2021,,,,,,,,7278,Aave,AAVE,aave,275,2020-10-02T00:00:00.000Z,defi,dao,yield-farming,binance-smart-chain,three-arrows-capital-portfolio,governance,lending-borowing,blockchain-capital-portfolio,defiance-capital,framework-ventures,alameda-research-portfolio,pantera-capital-portfolio,parafi-capital,polygon-ecosystem,fantom-ecosystem,,,,,,,,,,,,,,,,16000000,13150023.65,16000000,,1027,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,28, 2021-09-01T04:02:31.000Z ,$400.28 ,73762474475.49%,-25.75%,1184.55%,582.15%,2660.31%,7429.54%,$3.45 ,5263719930,0.25,"6,404,514,634.36",2021-09-01T04:02:31.000Z,2021-09-01T04:02:31.000Z,"$4,707,677,073.32 ","$556,042,857.07 "
9/1/2021,,,,,,,,3794,Cosmos,ATOM,cosmos,184,2019-03-14T00:00:00.000Z,platform,cosmos-ecosystem,content-creation,interoperability,binance-chain,binance-smart-chain,polychain-capital-portfolio,dragonfly-capital-portfolio,hashkey-capital-portfolio,1confirmation-portfolio,paradigm-xzy-screener,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,220651365.7,278435968.7,,,,,,,29, 2021-09-01T04:02:46.000Z ,$23.36 ,148690835372.94%,124.37%,-26.14%,1791.39%,8920.34%,10018.87%,$47.40 ,5154576469,0.25,"6,504,466,844.10",2021-09-01T04:02:46.000Z,2021-09-01T04:02:46.000Z,"$5,166,842,977.51 ","($12,266,508.75)"
9/1/2021,,,,,,,,328,Monero,XMR,monero,161,2014-05-21T00:00:00.000Z,mineable,pow,medium-of-exchange,privacy,ringct,boostvc-portfolio,electric-capital-portfolio,galaxy-digital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,17984250.08,17984250.08,,,,,,,30, 2021-09-01T04:03:13.000Z ,$283.70 ,20635986482.28%,33.91%,-30.86%,-1126.34%,2052.33%,3587.92%,($2.95),5102135751,0.24,"5,102,135,751.45",2021-09-01T04:03:13.000Z,2021-09-01T04:03:13.000Z,"$5,117,746,642.51 ","($15,610,891.06)"
9/1/2021,,,,,,,,7186,PancakeSwap,CAKE,pancakeswap,114,2020-09-25T00:00:00.000Z,decentralized-exchange,defi,yield-farming,binance-chain,amm,binance-smart-chain,,,,,,,,,,,,,,,,,,,,,,,,,,216211497.1,216211497.1,,1839,Binance Smart Chain,BNB,binance-coin,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,31, 2021-09-01T04:02:42.000Z ,$22.17 ,51257332086.11%,54.62%,-348.46%,-784.70%,3779.48%,7398.03%,$13.13 ,4793648026,0.23,"4,793,648,026.00",2021-09-01T04:02:42.000Z,2021-09-01T04:02:42.000Z,"$4,959,812,693.09 ","($166,164,667.09)"
9/1/2021,,,,,,,,1765,EOS,EOS,eos,434,2017-07-01T00:00:00.000Z,medium-of-exchange,enterprise-solutions,smart-contracts,binance-chain,binance-smart-chain,fenbushi-capital-portfolio,galaxy-digital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,956921896.9,1033005642,,,,,,,32, 2021-09-01T04:03:02.000Z ,$5.00 ,177116561930.21%,20.90%,314.78%,-206.61%,2593.79%,2909.87%,($21.37),4786764226,0.23,"5,167,354,272.19",2021-09-01T04:03:02.000Z,2021-09-01T04:03:02.000Z,"$4,640,277,184.35 ","$146,487,041.44 "
9/1/2021,,,,,,,,4195,FTX Token,FTT,ftx-token,92,2019-07-31T00:00:00.000Z,marketplace,centralized-exchange,derivatives,cms-holdings-portfolio,kinetic-capital,alameda-research-portfolio,pantera-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,352170015,94346957.52,345219293.6,,1839,Binance Chain,BNB,binance-coin,FTT-F11,33, 2021-09-01T04:03:08.000Z ,$48.74 ,58217228400.73%,67.71%,598.69%,133.95%,3444.66%,8139.05%,$39.31 ,4598445287,0.22,"17,164,671,635.87",2021-09-01T04:03:08.000Z,2021-09-01T04:03:08.000Z,"$4,338,693,813.89 ","$259,751,473.22 "
9/1/2021,,,,,,,,2011,Tezos,XTZ,tezos,168,2017-10-06T00:00:00.000Z,pos,platform,enterprise-solutions,collectibles-nfts,defi,smart-contracts,binance-smart-chain,polychain-capital-portfolio,boostvc-portfolio,winklevoss-capital,,,,,,,,,,,,,,,,,,,,,,857688069.1,887522650.5,,,,,,,34, 2021-09-01T04:02:53.000Z ,$5.13 ,42412058358.78%,-2.61%,-334.43%,2377.90%,7264.75%,7668.21%,$35.01 ,4396444436,0.21,"4,549,374,252.87",2021-09-01T04:02:53.000Z,2021-09-01T04:02:53.000Z,"$4,547,973,520.09 ","($151,529,084.41)"
9/1/2021,,,,,,,,6783,Axie Infinity,AXS,axie-infinity,116,2020-08-31T00:00:00.000Z,collectibles-nfts,gaming,binance-launchpad,metaverse,defiance-capital,play-to-earn,,,,,,,,,,,,,,,,,,,,,,,,,270000000,60907500,270000000,,1027,Ethereum,ETH,ethereum,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,35, 2021-09-01T04:02:21.000Z ,$71.45 ,52742471277.98%,18.67%,-158.70%,-24.73%,7222.14%,112272.95%,"$1,439.01 ",4351665185,0.21,"19,290,721,173.08",2021-09-01T04:02:21.000Z,2021-09-01T04:02:21.000Z,"$4,421,839,659.09 ","($70,174,474.46)"
9/1/2021,,,,,,,,6719,The Graph,GRT,the-graph,151,2020-12-17T00:00:00.000Z,ai-big-data,enterprise-solutions,defi,binance-smart-chain,coinbase-ventures-portfolio,solana-ecosystem,analytics,coinfund-portfolio,dcg-portfolio,fabric-ventures-portfolio,framework-ventures,ledgerprime-portfolio,multicoin-capital-portfolio,parafi-capital,polygon-ecosystem,fantom-ecosystem,,,,,,,,,,,,,,,10057044431,4715735200,10000000000,,1027,Ethereum,ETH,ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7,36, 2021-09-01T04:02:34.000Z ,$0.86 ,16256682759.50%,76.22%,-152.67%,-956.95%,3223.97%,4004.91%,$9.34 ,4032154873,0.19,"8,599,202,243.45",2021-09-01T04:02:34.000Z,2021-09-01T04:02:34.000Z,"$4,094,669,476.61 ","($62,514,603.52)"
9/1/2021,,,,,,,,4030,Algorand,ALGO,algorand,141,2019-06-20T00:00:00.000Z,pos,platform,research,smart-contracts,arrington-xrp-capital,kinetic-capital,usv-portfolio,multicoin-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,10000000000,3460291271,5706731984,,,,,,,37, 2021-09-01T04:03:19.000Z ,$1.15 ,39790701738.18%,214.63%,1079.89%,936.77%,4122.29%,3591.74%,$10.42 ,3975638516,0.19,"11,489,317,531.29",2021-09-01T04:03:19.000Z,2021-09-01T04:03:19.000Z,"$3,600,239,533.65 ","$375,398,982.81 "
9/1/2021,,,,,,,,3635,Crypto.com Coin,CRO,crypto-com-coin,111,2018-12-14T00:00:00.000Z,medium-of-exchange,cosmos-ecosystem,centralized-exchange,mobile,payments,,,,,,,,,,,,,,,,,,,,,,,,,,30263013692,25263013692,30263013692,,1027,Ethereum,ETH,ethereum,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,38, 2021-09-01T04:03:10.000Z ,$0.15 ,4034120892.14%,56.59%,64.78%,-69.81%,2185.62%,3423.25%,$17.66 ,3890846764,0.19,"4,660,914,581.41",2021-09-01T04:03:10.000Z,2021-09-01T04:03:10.000Z,"$3,865,804,302.47 ","$25,042,461.37 "
9/1/2021,,,,,,,,4256,Klaytn,KLAY,klaytn,54,2020-03-30T00:00:00.000Z,platform,enterprise-solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500388656,10659899008,,,,,,,39, 2021-09-01T04:03:08.000Z ,$1.54 ,11660859731.03%,-18.32%,-84.88%,-1000.66%,4960.67%,5570.57%,$10.81 ,3860390959,0.19,"16,457,992,507.29",2021-09-01T04:03:08.000Z,2021-09-01T04:03:08.000Z,"$3,893,677,832.19 ","($33,286,872.73)"
9/1/2021,,,,,,,,4023,Bitcoin BEP2,BTCB,bitcoin-bep2,37,2019-06-18T00:00:00.000Z,binance-chain,binance-smart-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78125.12743,85501,,1839,Binance Chain,BNB,binance-coin,BTCB-1DE,40, 2021-09-01T04:02:57.000Z ,"$47,056.05 ",2848804873.72%,23.35%,-63.05%,-219.83%,1853.48%,3919.34%,$24.88 ,3676260031,0.18,"4,023,339,471.79",2021-09-01T04:02:57.000Z,2021-09-01T04:02:57.000Z,"$3,699,502,036.54 ","($23,242,005.36)"
9/1/2021,,,,,,,,1376,Neo,NEO,neo,245,2016-09-08T00:00:00.000Z,platform,enterprise-solutions,smart-contracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,70538831,100000000,,,,,,,41, 2021-09-01T04:03:10.000Z ,$51.44 ,44073672104.05%,112.21%,-184.34%,-802.90%,1616.93%,4373.24%,($15.31),3628453585,0.17,"5,143,909,437.91",2021-09-01T04:03:10.000Z,2021-09-01T04:03:10.000Z,"$3,696,597,816.10 ","($68,144,230.90)"
9/1/2021,,,,,,,,1518,Maker,MKR,maker,231,2017-01-29T00:00:00.000Z,store-of-value,defi,dao,binance-smart-chain,polychain-capital-portfolio,governance,lending-borowing,dragonfly-capital-portfolio,electric-capital-portfolio,a16z-portfolio,1confirmation-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,paradigm-xzy-screener,,,,,,,,,,,,,,,,,1005577,991328.382,991328.382,,1027,Ethereum,ETH,ethereum,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,42, 2021-09-01T04:02:33.000Z ,"$3,510.98 ",19118375007.99%,-6.25%,419.82%,-440.75%,2138.31%,3795.90%,($2.81),3480531481,0.17,"3,530,558,056.40",2021-09-01T04:02:33.000Z,2021-09-01T04:02:33.000Z,"$3,340,298,163.75 ","$140,233,317.62 "
9/1/2021,,,,,,,,6892,Elrond,EGLD,elrond-egld,46,2020-09-04T00:00:00.000Z,binance-smart-chain,binance-launchpad,binance-labs-portfolio,electric-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,31415926,19377105.2,22330035,,,,,,,43, 2021-09-01T04:02:22.000Z ,$176.99 ,19583368085.95%,14.19%,1377.58%,2886.75%,10446.15%,11926.68%,$68.32 ,3429555693,0.16,"5,560,307,733.02",2021-09-01T04:02:22.000Z,2021-09-01T04:02:22.000Z,"$3,013,566,799.87 ","$415,988,893.10 "
9/1/2021,,,,,,,,5034,Kusama,KSM,kusama,103,2019-12-12T00:00:00.000Z,substrate,polkadot-ecosystem,cms-holdings-portfolio,kinetic-capital,1confirmation-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,8470098.057,9651217.451,,,,,,,44, 2021-09-01T04:02:57.000Z ,$384.28 ,108738585592.81%,-2.62%,2119.62%,2715.82%,8866.46%,9150.15%,($20.31),3254892588,0.16,"3,708,773,610.32",2021-09-01T04:02:57.000Z,2021-09-01T04:02:57.000Z,"$2,685,639,834.93 ","$569,252,753.51 "
9/1/2021,,,,,,,,3602,Bitcoin SV,BSV,bitcoin-sv,172,2018-11-09T00:00:00.000Z,mineable,pow,sha-256,medium-of-exchange,store-of-value,state-channels,,,,,,,,,,,,,,,,,,,,,,,,,21000000,18830214.14,18830214.14,,,,,,,45, 2021-09-01T04:02:50.000Z ,$167.55 ,32769287774.26%,31.02%,-198.67%,390.82%,1724.55%,1746.44%,($7.72),3154937029,0.15,"3,518,477,119.23",2021-09-01T04:02:50.000Z,2021-09-01T04:02:50.000Z,"$3,218,724,802.72 ","($63,787,773.36)"
9/1/2021,,,,,,,,1274,Waves,WAVES,waves,152,2016-06-02T00:00:00.000Z,lpos,platform,smart-contracts,solana-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,106049632,106049632,,,,,,,46, 2021-09-01T04:03:00.000Z ,$28.29 ,24130922859.10%,128.44%,865.15%,1811.80%,7952.36%,7799.97%,$89.14 ,3000265852,0.14,"3,000,265,851.98",2021-09-01T04:03:00.000Z,2021-09-01T04:03:00.000Z,"$2,761,137,492.76 ","$239,128,359.22 "
9/1/2021,,,,,,,,3957,UNUS SED LEO,LEO,unus-sed-leo,17,2019-05-21T00:00:00.000Z,marketplace,centralized-exchange,discount-token,payments,arrington-xrp-capital,kinetic-capital,alameda-research-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,953954130,985239504,,1027,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,47, 2021-09-01T04:03:16.000Z ,$2.94 ,270865652.91%,4.18%,-209.06%,-19.08%,-258.51%,2111.03%,$3.24 ,2800300920,0.13,"2,892,138,104.83",2021-09-01T04:03:16.000Z,2021-09-01T04:03:16.000Z,"$2,860,093,004.40 ","($59,792,084.24)"
9/1/2021,,,,,,,,3718,BitTorrent,BTT,bittorrent,144,2019-01-31T00:00:00.000Z,platform,distributed-computing,filesharing,storage,binance-smart-chain,binance-launchpad,binance-labs-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,6.59953E+11,9.9E+11,,1958,Tron10,TRX,tron,1002000,48, 2021-09-01T04:02:49.000Z ,$0.00 ,57859550243.60%,19.89%,371.64%,-67.93%,4566.03%,5936.14%,$8.43 ,2765309708,0.13,"4,148,262,325.82",2021-09-01T04:02:49.000Z,2021-09-01T04:02:49.000Z,"$2,666,223,413.28 ","$99,086,294.91 "
9/1/2021,,,,,,,,1720,IOTA,MIOTA,iota,60,2017-06-13T00:00:00.000Z,dag,medium-of-exchange,iot,sharing-economy,binance-smart-chain,,,,,,,,,,,,,,,,,,,,,,,,,,2779530283,2779530283,2779530283,,,,,,,49, 2021-09-01T04:03:11.000Z ,$0.98 ,5382793380.22%,79.31%,-1.29%,-773.25%,999.96%,1949.54%,($27.46),2721228821,0.13,"2,721,228,820.66",2021-09-01T04:03:11.000Z,2021-09-01T04:03:11.000Z,"$2,721,580,943.15 ","($352,122.50)"
